hh_id,Category,Loyal_HH,Price_Sensitive,Convenience_Leaning_HH,Health_Conscious_HH,Quality_Concerned_HH
14852,Fruits & Vegetables,1,0,1,0,0
14857,Fruits & Vegetables,0,0,0,0,0
14864,Fruits & Vegetables,0,0,0,0,0
14875,Fruits & Vegetables,1,1,0,0,0
14892,Fruits & Vegetables,0,1,0,1,0
14902,Fruits & Vegetables,0,0,0,0,0
14911,Fruits & Vegetables,0,0,0,0,0
14915,Fruits & Vegetables,1,0,0,1,1
14927,Fruits & Vegetables,0,0,0,0,0
14931,Fruits & Vegetables,0,0,0,0,0
14940,Fruits & Vegetables,1,0,0,1,1
14942,Fruits & Vegetables,1,1,0,0,0
14946,Fruits & Vegetables,0,0,0,0,0
14952,Fruits & Vegetables,0,0,0,0,0
14953,Fruits & Vegetables,0,0,0,0,0
14971,Fruits & Vegetables,1,1,0,0,0
14977,Fruits & Vegetables,1,1,1,0,0
15001,Fruits & Vegetables,1,0,0,0,0
15004,Fruits & Vegetables,0,1,0,0,0
15009,Fruits & Vegetables,1,0,1,0,0
15019,Fruits & Vegetables,0,0,0,1,0
15027,Fruits & Vegetables,1,0,1,0,0
15030,Fruits & Vegetables,0,1,0,0,0
15033,Fruits & Vegetables,0,1,0,0,0
15037,Fruits & Vegetables,1,1,0,0,0
15039,Fruits & Vegetables,1,0,0,0,0
15053,Fruits & Vegetables,0,0,1,0,0
15064,Fruits & Vegetables,0,0,0,1,0
15067,Fruits & Vegetables,0,0,0,1,1
15068,Fruits & Vegetables,1,0,0,1,1
15070,Fruits & Vegetables,1,0,1,0,0
15074,Fruits & Vegetables,0,0,0,0,0
15076,Fruits & Vegetables,1,0,0,0,1
15077,Fruits & Vegetables,1,0,0,1,1
15081,Fruits & Vegetables,1,0,1,1,1
15087,Fruits & Vegetables,0,0,0,0,1
15088,Fruits & Vegetables,1,1,1,0,0
15092,Fruits & Vegetables,0,1,0,1,0
15100,Fruits & Vegetables,1,1,0,0,0
15102,Fruits & Vegetables,0,1,0,0,0
15105,Fruits & Vegetables,0,0,0,0,0
15116,Fruits & Vegetables,1,0,0,0,0
15120,Fruits & Vegetables,0,0,0,0,0
15126,Fruits & Vegetables,0,0,0,1,1
15131,Fruits & Vegetables,0,0,0,0,0
15132,Fruits & Vegetables,1,1,1,0,0
15139,Fruits & Vegetables,0,0,0,0,0
15141,Fruits & Vegetables,1,0,0,0,0
15146,Fruits & Vegetables,1,0,1,0,0
15149,Fruits & Vegetables,1,0,0,0,0
15152,Fruits & Vegetables,1,1,1,0,0
15156,Fruits & Vegetables,0,0,0,0,0
15159,Fruits & Vegetables,0,0,0,0,0
15160,Fruits & Vegetables,1,0,0,0,0
15164,Fruits & Vegetables,1,1,1,0,0
15167,Fruits & Vegetables,0,0,0,1,1
15168,Fruits & Vegetables,0,0,0,1,1
15174,Fruits & Vegetables,0,1,1,0,0
15180,Fruits & Vegetables,1,0,0,0,0
15181,Fruits & Vegetables,0,0,0,0,0
15186,Fruits & Vegetables,0,1,0,0,0
15187,Fruits & Vegetables,0,0,0,0,0
15196,Fruits & Vegetables,0,0,0,0,0
15203,Fruits & Vegetables,0,0,1,0,0
15208,Fruits & Vegetables,1,1,0,0,0
15236,Fruits & Vegetables,1,0,1,0,0
15240,Fruits & Vegetables,1,0,1,0,0
15247,Fruits & Vegetables,0,0,0,0,0
15253,Fruits & Vegetables,0,0,0,0,0
15255,Fruits & Vegetables,1,0,1,0,0
15262,Fruits & Vegetables,0,0,0,1,1
15263,Fruits & Vegetables,0,1,0,0,0
15265,Fruits & Vegetables,0,0,0,0,0
15276,Fruits & Vegetables,0,0,0,1,1
15281,Fruits & Vegetables,1,0,1,0,0
15284,Fruits & Vegetables,0,0,0,0,0
15286,Fruits & Vegetables,1,0,0,1,1
15290,Fruits & Vegetables,1,0,0,1,0
15293,Fruits & Vegetables,1,0,1,1,0
15301,Fruits & Vegetables,0,0,0,0,0
15305,Fruits & Vegetables,0,0,1,0,0
15316,Fruits & Vegetables,1,1,1,0,0
15326,Fruits & Vegetables,0,0,0,0,1
15334,Fruits & Vegetables,0,0,0,0,0
15336,Fruits & Vegetables,0,0,0,1,1
15344,Fruits & Vegetables,0,1,0,0,0
15347,Fruits & Vegetables,0,0,0,0,0
15358,Fruits & Vegetables,0,1,1,0,0
15362,Fruits & Vegetables,1,1,0,0,0
15370,Fruits & Vegetables,1,0,0,1,1
15373,Fruits & Vegetables,0,0,0,1,0
15376,Fruits & Vegetables,1,0,1,0,0
15377,Fruits & Vegetables,1,1,1,0,0
15382,Fruits & Vegetables,0,0,0,0,0
15383,Fruits & Vegetables,1,1,1,0,0
15403,Fruits & Vegetables,0,0,1,0,0
15422,Fruits & Vegetables,1,0,0,0,0
15424,Fruits & Vegetables,0,1,0,0,0
15429,Fruits & Vegetables,0,0,0,0,0
15431,Fruits & Vegetables,0,0,0,1,1
15433,Fruits & Vegetables,0,0,0,0,0
15438,Fruits & Vegetables,0,0,0,0,0
15442,Fruits & Vegetables,0,0,0,1,1
15447,Fruits & Vegetables,1,1,0,0,0
15455,Fruits & Vegetables,0,0,0,0,0
15458,Fruits & Vegetables,0,0,1,0,0
15479,Fruits & Vegetables,1,0,0,1,0
15482,Fruits & Vegetables,1,0,0,0,1
15486,Fruits & Vegetables,0,0,0,0,0
15487,Fruits & Vegetables,0,0,0,0,0
15488,Fruits & Vegetables,1,0,1,0,0
15494,Fruits & Vegetables,1,1,0,0,0
15498,Fruits & Vegetables,0,0,0,0,0
15505,Fruits & Vegetables,1,0,1,0,0
15508,Fruits & Vegetables,0,0,0,0,1
15522,Fruits & Vegetables,1,0,1,0,0
15525,Fruits & Vegetables,0,1,0,0,0
15527,Fruits & Vegetables,0,0,0,1,0
15533,Fruits & Vegetables,0,1,0,0,1
15543,Fruits & Vegetables,0,1,1,0,0
15547,Fruits & Vegetables,0,0,0,1,1
15552,Fruits & Vegetables,1,0,1,0,0
15553,Fruits & Vegetables,0,1,1,0,0
15560,Fruits & Vegetables,0,1,0,1,0
15561,Fruits & Vegetables,0,0,0,0,0
15563,Fruits & Vegetables,1,1,0,0,0
15567,Fruits & Vegetables,0,0,0,0,0
15569,Fruits & Vegetables,1,1,1,0,0
15577,Fruits & Vegetables,0,0,0,1,1
15581,Fruits & Vegetables,0,0,0,0,0
15599,Fruits & Vegetables,0,0,0,0,0
15601,Fruits & Vegetables,0,0,0,0,0
15607,Fruits & Vegetables,0,0,0,0,0
15628,Fruits & Vegetables,1,0,0,0,0
15637,Fruits & Vegetables,1,0,0,0,0
15681,Fruits & Vegetables,0,0,0,0,0
15688,Fruits & Vegetables,1,0,1,1,0
15700,Fruits & Vegetables,0,0,0,0,0
15701,Fruits & Vegetables,1,1,0,1,0
15705,Fruits & Vegetables,1,1,1,0,0
15707,Fruits & Vegetables,0,0,0,0,0
15709,Fruits & Vegetables,0,0,0,0,0
15713,Fruits & Vegetables,0,0,0,0,0
15722,Fruits & Vegetables,0,1,0,0,0
15727,Fruits & Vegetables,0,1,1,0,0
15731,Fruits & Vegetables,0,0,0,0,0
15742,Fruits & Vegetables,0,0,0,1,1
15769,Fruits & Vegetables,0,1,0,1,1
15781,Fruits & Vegetables,0,0,0,0,0
15783,Fruits & Vegetables,0,0,0,0,0
15788,Fruits & Vegetables,0,0,0,0,0
15809,Fruits & Vegetables,0,0,0,1,1
15819,Fruits & Vegetables,0,0,1,1,0
15834,Fruits & Vegetables,0,0,0,0,0
15837,Fruits & Vegetables,0,1,0,0,0
15839,Fruits & Vegetables,1,0,1,0,0
15855,Fruits & Vegetables,0,0,0,0,0
15872,Fruits & Vegetables,1,0,0,1,1
15886,Fruits & Vegetables,1,0,0,1,1
15896,Fruits & Vegetables,0,0,0,1,0
15902,Fruits & Vegetables,0,1,1,0,0
15904,Fruits & Vegetables,0,0,0,0,0
15906,Fruits & Vegetables,1,0,0,0,0
15917,Fruits & Vegetables,0,0,0,0,0
15919,Fruits & Vegetables,1,0,1,0,0
15927,Fruits & Vegetables,0,0,0,0,0
15931,Fruits & Vegetables,1,0,1,0,0
15932,Fruits & Vegetables,0,0,0,0,0
15939,Fruits & Vegetables,1,1,0,0,0
15947,Fruits & Vegetables,0,1,0,0,0
15961,Fruits & Vegetables,0,0,1,0,0
15965,Fruits & Vegetables,0,0,0,1,1
15988,Fruits & Vegetables,0,0,0,0,0
15989,Fruits & Vegetables,0,0,0,0,0
16006,Fruits & Vegetables,0,0,0,1,0
16012,Fruits & Vegetables,0,0,0,0,0
16013,Fruits & Vegetables,1,0,0,0,0
16015,Fruits & Vegetables,1,0,1,0,0
16026,Fruits & Vegetables,0,0,1,0,0
16032,Fruits & Vegetables,1,0,1,0,0
16041,Fruits & Vegetables,0,0,0,1,1
16060,Fruits & Vegetables,0,0,0,1,1
16061,Fruits & Vegetables,0,0,0,0,0
16066,Fruits & Vegetables,0,0,0,0,0
16072,Fruits & Vegetables,1,0,1,0,0
16092,Fruits & Vegetables,0,1,1,0,0
16097,Fruits & Vegetables,1,0,1,0,0
16100,Fruits & Vegetables,0,0,0,0,0
16103,Fruits & Vegetables,0,1,1,0,0
16104,Fruits & Vegetables,1,0,0,0,0
16106,Fruits & Vegetables,0,0,0,1,1
16110,Fruits & Vegetables,0,0,0,0,0
16114,Fruits & Vegetables,1,1,1,0,0
16115,Fruits & Vegetables,1,0,0,0,0
16128,Fruits & Vegetables,0,1,1,0,0
16129,Fruits & Vegetables,0,0,0,0,0
16132,Fruits & Vegetables,1,0,0,0,0
16138,Fruits & Vegetables,1,1,1,0,0
16147,Fruits & Vegetables,1,0,0,0,1
16154,Fruits & Vegetables,1,1,1,0,0
16156,Fruits & Vegetables,1,1,1,0,0
16163,Fruits & Vegetables,1,0,0,1,1
16165,Fruits & Vegetables,1,0,1,0,0
16171,Fruits & Vegetables,1,0,1,0,0
16179,Fruits & Vegetables,0,0,1,0,0
16180,Fruits & Vegetables,0,0,0,0,0
16191,Fruits & Vegetables,1,1,0,0,0
16213,Fruits & Vegetables,0,0,0,0,0
16218,Fruits & Vegetables,0,0,0,1,1
16222,Fruits & Vegetables,1,0,0,0,0
16237,Fruits & Vegetables,0,0,0,0,1
16241,Fruits & Vegetables,0,0,0,0,0
16244,Fruits & Vegetables,0,0,0,0,0
16251,Fruits & Vegetables,1,0,1,0,0
16252,Fruits & Vegetables,0,0,0,0,0
16253,Fruits & Vegetables,0,0,0,0,0
16254,Fruits & Vegetables,1,1,1,0,0
16257,Fruits & Vegetables,0,1,1,0,0
16259,Fruits & Vegetables,0,0,0,0,1
16267,Fruits & Vegetables,1,0,0,0,1
16269,Fruits & Vegetables,0,0,0,0,0
16271,Fruits & Vegetables,0,0,0,0,0
16286,Fruits & Vegetables,0,0,0,0,0
16304,Fruits & Vegetables,0,0,0,0,0
16311,Fruits & Vegetables,0,0,0,1,1
16313,Fruits & Vegetables,0,0,0,0,0
16321,Fruits & Vegetables,1,0,0,0,0
16344,Fruits & Vegetables,0,1,0,0,0
16348,Fruits & Vegetables,1,0,0,0,1
16349,Fruits & Vegetables,0,0,0,0,0
16362,Fruits & Vegetables,0,0,0,0,0
16365,Fruits & Vegetables,0,0,0,0,1
16367,Fruits & Vegetables,0,0,1,0,0
16383,Fruits & Vegetables,0,0,0,0,0
16392,Fruits & Vegetables,0,0,0,1,1
16415,Fruits & Vegetables,0,0,0,1,0
16439,Fruits & Vegetables,0,1,1,0,0
16440,Fruits & Vegetables,0,0,0,0,0
16456,Fruits & Vegetables,1,0,1,0,0
16459,Fruits & Vegetables,0,0,0,0,1
16475,Fruits & Vegetables,1,1,1,0,0
16481,Fruits & Vegetables,0,0,0,0,0
16497,Fruits & Vegetables,0,0,0,0,0
16498,Fruits & Vegetables,0,0,0,0,0
16504,Fruits & Vegetables,1,1,0,0,0
16511,Fruits & Vegetables,0,0,0,1,1
16515,Fruits & Vegetables,1,0,0,0,0
16522,Fruits & Vegetables,1,1,1,0,0
16527,Fruits & Vegetables,0,0,0,0,0
16528,Fruits & Vegetables,1,1,0,0,0
16534,Fruits & Vegetables,0,0,0,0,0
16543,Fruits & Vegetables,1,0,0,0,0
16546,Fruits & Vegetables,1,0,1,0,0
16562,Fruits & Vegetables,0,0,0,0,0
16578,Fruits & Vegetables,0,0,0,0,1
16581,Fruits & Vegetables,1,0,0,0,0
16582,Fruits & Vegetables,0,0,1,0,0
16590,Fruits & Vegetables,1,0,0,0,0
16603,Fruits & Vegetables,0,0,0,0,0
16616,Fruits & Vegetables,0,0,0,0,1
16618,Fruits & Vegetables,0,0,0,0,0
16619,Fruits & Vegetables,0,0,1,0,0
16632,Fruits & Vegetables,0,0,1,0,0
16635,Fruits & Vegetables,0,0,0,1,0
16640,Fruits & Vegetables,0,0,0,0,0
16642,Fruits & Vegetables,0,0,0,0,0
16645,Fruits & Vegetables,0,0,0,0,0
16650,Fruits & Vegetables,1,0,1,0,0
16658,Fruits & Vegetables,1,0,0,0,1
16672,Fruits & Vegetables,0,0,0,0,0
16674,Fruits & Vegetables,0,0,0,1,1
16675,Fruits & Vegetables,0,1,0,0,0
16682,Fruits & Vegetables,0,0,0,0,0
16683,Fruits & Vegetables,1,0,0,1,1
16695,Fruits & Vegetables,0,0,0,0,0
16701,Fruits & Vegetables,0,0,0,0,0
16706,Fruits & Vegetables,0,0,0,0,0
16719,Fruits & Vegetables,1,0,0,1,1
16741,Fruits & Vegetables,1,0,0,0,0
16748,Fruits & Vegetables,0,0,0,1,1
16756,Fruits & Vegetables,1,0,1,0,0
16769,Fruits & Vegetables,1,1,1,0,0
16774,Fruits & Vegetables,0,1,0,0,0
16775,Fruits & Vegetables,1,0,0,1,0
16776,Fruits & Vegetables,1,0,0,0,0
16788,Fruits & Vegetables,0,0,0,0,0
16796,Fruits & Vegetables,0,1,0,0,0
16801,Fruits & Vegetables,0,1,1,0,0
16802,Fruits & Vegetables,1,0,1,0,0
16803,Fruits & Vegetables,0,0,0,0,0
16810,Fruits & Vegetables,1,0,0,0,0
16811,Fruits & Vegetables,0,0,1,0,0
16828,Fruits & Vegetables,1,0,0,0,1
16829,Fruits & Vegetables,1,0,1,1,0
16839,Fruits & Vegetables,0,0,0,0,0
16840,Fruits & Vegetables,1,0,0,0,0
16845,Fruits & Vegetables,0,0,0,1,0
16848,Fruits & Vegetables,0,1,1,0,0
16853,Fruits & Vegetables,0,0,0,0,0
16879,Fruits & Vegetables,0,0,0,1,1
16888,Fruits & Vegetables,0,0,0,0,0
16894,Fruits & Vegetables,0,0,0,0,0
16899,Fruits & Vegetables,1,0,0,0,0
16902,Fruits & Vegetables,0,0,0,1,1
16904,Fruits & Vegetables,0,0,1,0,0
16908,Fruits & Vegetables,1,0,0,1,1
16916,Fruits & Vegetables,1,1,0,0,0
16918,Fruits & Vegetables,0,0,1,0,0
16919,Fruits & Vegetables,0,0,0,0,0
16935,Fruits & Vegetables,1,1,0,0,0
16945,Fruits & Vegetables,0,0,0,0,0
16959,Fruits & Vegetables,0,1,1,0,0
16967,Fruits & Vegetables,0,0,0,0,0
16969,Fruits & Vegetables,0,0,0,0,0
16974,Fruits & Vegetables,1,1,0,0,0
16977,Fruits & Vegetables,1,0,1,0,0
16997,Fruits & Vegetables,0,0,0,0,0
17002,Fruits & Vegetables,1,0,1,0,0
17008,Fruits & Vegetables,1,0,1,0,0
17014,Fruits & Vegetables,0,0,0,0,1
17019,Fruits & Vegetables,1,0,1,0,0
17023,Fruits & Vegetables,0,0,0,1,0
17030,Fruits & Vegetables,1,0,0,0,0
17032,Fruits & Vegetables,1,0,0,0,0
17046,Fruits & Vegetables,0,1,0,0,0
17055,Fruits & Vegetables,0,0,1,0,0
17059,Fruits & Vegetables,0,1,0,0,0
17070,Fruits & Vegetables,0,0,0,0,0
17072,Fruits & Vegetables,0,1,0,1,1
17081,Fruits & Vegetables,0,0,0,1,1
17091,Fruits & Vegetables,1,0,1,1,1
17093,Fruits & Vegetables,1,0,0,1,1
17114,Fruits & Vegetables,0,0,0,1,0
17116,Fruits & Vegetables,0,1,0,0,0
17133,Fruits & Vegetables,0,0,0,1,1
17135,Fruits & Vegetables,1,0,0,1,1
17142,Fruits & Vegetables,1,0,0,0,1
17158,Fruits & Vegetables,0,0,0,0,0
17163,Fruits & Vegetables,0,0,0,0,0
17172,Fruits & Vegetables,0,0,1,0,0
17178,Fruits & Vegetables,1,0,0,1,1
17180,Fruits & Vegetables,0,0,0,0,0
17187,Fruits & Vegetables,1,1,1,0,0
17188,Fruits & Vegetables,0,0,0,0,0
17193,Fruits & Vegetables,0,0,0,0,0
17197,Fruits & Vegetables,0,0,1,0,0
17234,Fruits & Vegetables,0,0,0,0,0
17236,Fruits & Vegetables,1,0,0,0,0
17238,Fruits & Vegetables,0,0,1,0,0
17255,Fruits & Vegetables,0,0,0,0,0
17256,Fruits & Vegetables,1,0,0,1,1
17257,Fruits & Vegetables,1,0,1,0,0
17272,Fruits & Vegetables,0,0,0,0,0
17276,Fruits & Vegetables,0,0,0,1,1
17279,Fruits & Vegetables,0,0,1,0,0
17284,Fruits & Vegetables,0,0,0,0,0
17285,Fruits & Vegetables,0,0,0,0,0
17287,Fruits & Vegetables,1,0,1,0,0
17289,Fruits & Vegetables,0,1,0,0,1
17301,Fruits & Vegetables,1,0,0,0,0
17308,Fruits & Vegetables,0,1,1,0,0
17309,Fruits & Vegetables,1,0,1,0,0
17320,Fruits & Vegetables,0,1,0,0,0
17336,Fruits & Vegetables,0,1,0,0,0
17360,Fruits & Vegetables,0,0,1,0,0
17364,Fruits & Vegetables,0,0,0,0,0
17372,Fruits & Vegetables,0,1,0,0,0
17382,Fruits & Vegetables,0,0,0,0,0
17387,Fruits & Vegetables,0,1,0,0,0
17394,Fruits & Vegetables,0,0,0,0,0
17395,Fruits & Vegetables,0,1,0,0,0
17400,Fruits & Vegetables,1,0,0,0,0
17401,Fruits & Vegetables,0,0,0,0,0
17413,Fruits & Vegetables,0,0,0,0,0
17428,Fruits & Vegetables,1,0,0,0,0
17430,Fruits & Vegetables,0,0,1,0,0
17435,Fruits & Vegetables,0,0,0,0,0
17440,Fruits & Vegetables,0,1,0,0,0
17445,Fruits & Vegetables,0,0,0,1,1
17446,Fruits & Vegetables,0,0,0,0,0
17447,Fruits & Vegetables,0,0,0,1,1
17453,Fruits & Vegetables,1,0,1,0,0
17466,Fruits & Vegetables,1,0,1,0,0
17472,Fruits & Vegetables,0,0,0,0,0
17476,Fruits & Vegetables,1,0,1,0,0
17477,Fruits & Vegetables,1,0,0,1,1
17483,Fruits & Vegetables,1,1,1,0,0
17485,Fruits & Vegetables,1,0,1,0,1
17497,Fruits & Vegetables,0,0,1,0,0
17514,Fruits & Vegetables,1,0,0,1,0
17523,Fruits & Vegetables,0,0,0,0,0
17525,Fruits & Vegetables,0,0,0,0,0
17531,Fruits & Vegetables,0,0,1,0,0
17540,Fruits & Vegetables,1,0,0,0,0
17551,Fruits & Vegetables,1,0,1,0,0
17560,Fruits & Vegetables,0,0,0,0,0
17561,Fruits & Vegetables,0,0,0,0,0
17589,Fruits & Vegetables,1,0,0,1,1
17603,Fruits & Vegetables,1,0,0,1,1
17604,Fruits & Vegetables,0,0,0,1,1
17617,Fruits & Vegetables,0,0,0,0,0
17618,Fruits & Vegetables,1,1,1,0,0
17620,Fruits & Vegetables,0,0,0,0,0
17625,Fruits & Vegetables,0,0,0,1,0
17632,Fruits & Vegetables,0,0,0,0,0
17633,Fruits & Vegetables,0,0,0,0,0
17646,Fruits & Vegetables,0,0,0,0,0
17654,Fruits & Vegetables,1,0,0,1,0
17661,Fruits & Vegetables,0,0,0,0,0
17667,Fruits & Vegetables,1,0,0,0,0
17685,Fruits & Vegetables,1,1,0,0,0
17691,Fruits & Vegetables,1,0,0,0,0
17693,Fruits & Vegetables,1,1,0,0,0
17695,Fruits & Vegetables,1,1,1,0,0
17696,Fruits & Vegetables,0,0,0,0,0
17698,Fruits & Vegetables,1,0,0,0,1
17707,Fruits & Vegetables,0,0,0,1,0
17712,Fruits & Vegetables,0,0,0,0,0
17719,Fruits & Vegetables,0,0,0,0,0
17729,Fruits & Vegetables,1,0,1,0,0
17738,Fruits & Vegetables,0,0,0,0,1
17743,Fruits & Vegetables,0,0,0,0,0
17744,Fruits & Vegetables,0,0,0,0,0
17747,Fruits & Vegetables,0,0,0,1,0
17751,Fruits & Vegetables,0,0,0,0,0
17759,Fruits & Vegetables,0,0,0,0,1
17783,Fruits & Vegetables,0,0,0,1,0
17784,Fruits & Vegetables,1,0,1,0,0
17787,Fruits & Vegetables,1,0,0,1,1
17788,Fruits & Vegetables,0,0,0,1,1
17790,Fruits & Vegetables,0,1,1,1,0
17800,Fruits & Vegetables,0,0,0,0,0
17802,Fruits & Vegetables,0,1,1,0,0
17824,Fruits & Vegetables,0,0,0,1,0
17846,Fruits & Vegetables,0,0,0,0,1
17856,Fruits & Vegetables,0,0,0,1,0
17859,Fruits & Vegetables,0,1,0,0,0
17862,Fruits & Vegetables,0,0,0,1,0
17871,Fruits & Vegetables,0,1,0,0,0
17880,Fruits & Vegetables,0,0,1,0,0
17887,Fruits & Vegetables,1,0,1,0,0
17888,Fruits & Vegetables,0,0,0,1,1
17889,Fruits & Vegetables,0,0,0,0,0
17891,Fruits & Vegetables,0,0,0,0,0
17907,Fruits & Vegetables,0,0,0,0,0
17916,Fruits & Vegetables,0,0,1,0,0
17917,Fruits & Vegetables,0,0,0,0,0
17924,Fruits & Vegetables,0,0,1,0,0
17929,Fruits & Vegetables,1,0,0,0,0
17934,Fruits & Vegetables,0,0,0,0,1
17940,Fruits & Vegetables,1,0,0,0,0
17941,Fruits & Vegetables,1,0,1,0,0
17943,Fruits & Vegetables,0,1,0,0,0
17944,Fruits & Vegetables,0,1,1,0,0
17956,Fruits & Vegetables,0,1,0,1,0
17959,Fruits & Vegetables,0,0,0,0,0
17961,Fruits & Vegetables,0,0,1,0,0
17965,Fruits & Vegetables,1,0,1,0,0
17970,Fruits & Vegetables,0,0,0,0,0
17979,Fruits & Vegetables,0,0,0,1,1
17995,Fruits & Vegetables,0,0,1,0,0
17996,Fruits & Vegetables,0,0,0,0,0
18000,Fruits & Vegetables,1,0,1,0,0
18004,Fruits & Vegetables,0,0,0,0,0
18005,Fruits & Vegetables,0,1,1,0,0
18017,Fruits & Vegetables,0,0,0,0,0
18022,Fruits & Vegetables,0,1,0,0,0
18024,Fruits & Vegetables,1,1,1,0,0
18029,Fruits & Vegetables,1,0,0,1,0
18043,Fruits & Vegetables,0,0,0,1,0
18059,Fruits & Vegetables,0,1,0,0,0
18060,Fruits & Vegetables,0,0,0,0,1
18063,Fruits & Vegetables,0,0,0,1,1
18082,Fruits & Vegetables,1,0,0,1,1
18086,Fruits & Vegetables,1,0,0,1,1
18090,Fruits & Vegetables,1,0,0,0,1
18094,Fruits & Vegetables,0,0,0,0,0
18106,Fruits & Vegetables,0,1,0,0,0
18113,Fruits & Vegetables,0,1,0,1,0
18120,Fruits & Vegetables,0,0,0,1,1
18175,Fruits & Vegetables,1,1,1,0,0
18187,Fruits & Vegetables,0,0,0,1,1
18189,Fruits & Vegetables,0,0,0,0,0
18190,Fruits & Vegetables,0,0,1,0,0
18192,Fruits & Vegetables,1,0,1,0,0
18245,Fruits & Vegetables,0,0,0,0,0
18260,Fruits & Vegetables,0,1,1,0,0
18263,Fruits & Vegetables,0,0,1,0,0
18264,Fruits & Vegetables,1,1,0,0,0
18268,Fruits & Vegetables,0,0,0,0,0
18271,Fruits & Vegetables,0,0,0,0,0
18272,Fruits & Vegetables,0,0,0,0,0
18276,Fruits & Vegetables,0,0,1,0,0
18286,Fruits & Vegetables,0,0,0,0,0
18290,Fruits & Vegetables,0,0,0,1,1
18297,Fruits & Vegetables,1,0,0,0,0
18315,Fruits & Vegetables,0,0,1,0,0
18321,Fruits & Vegetables,1,1,0,0,0
18322,Fruits & Vegetables,1,0,1,0,0
18325,Fruits & Vegetables,1,0,0,1,1
18328,Fruits & Vegetables,0,0,0,0,0
18357,Fruits & Vegetables,1,0,1,0,0
18371,Fruits & Vegetables,0,0,0,1,1
18374,Fruits & Vegetables,0,0,0,1,1
18379,Fruits & Vegetables,0,0,1,0,0
18383,Fruits & Vegetables,0,0,0,1,1
18387,Fruits & Vegetables,0,0,0,0,0
18395,Fruits & Vegetables,1,0,0,1,0
18398,Fruits & Vegetables,0,0,0,0,0
18427,Fruits & Vegetables,0,0,0,0,0
18432,Fruits & Vegetables,0,0,0,0,0
18433,Fruits & Vegetables,0,1,1,0,0
18434,Fruits & Vegetables,1,0,0,1,0
18448,Fruits & Vegetables,1,0,1,0,0
18450,Fruits & Vegetables,1,0,0,0,0
18456,Fruits & Vegetables,0,1,1,0,0
18464,Fruits & Vegetables,0,1,1,1,1
18475,Fruits & Vegetables,0,0,0,1,1
18488,Fruits & Vegetables,0,0,0,0,0
18493,Fruits & Vegetables,0,1,0,0,0
18503,Fruits & Vegetables,0,0,0,0,0
18513,Fruits & Vegetables,1,0,1,0,0
18515,Fruits & Vegetables,1,1,0,1,0
18516,Fruits & Vegetables,0,0,0,0,0
18524,Fruits & Vegetables,0,0,1,0,0
18527,Fruits & Vegetables,0,0,0,0,0
18537,Fruits & Vegetables,1,0,0,0,0
18540,Fruits & Vegetables,0,0,0,0,0
18546,Fruits & Vegetables,0,1,1,0,0
18548,Fruits & Vegetables,0,1,0,0,0
18549,Fruits & Vegetables,0,0,0,0,0
18564,Fruits & Vegetables,0,0,0,1,1
18569,Fruits & Vegetables,1,0,0,0,0
18573,Fruits & Vegetables,0,0,0,0,0
18589,Fruits & Vegetables,0,0,0,0,0
18594,Fruits & Vegetables,0,0,1,0,0
18597,Fruits & Vegetables,0,0,0,0,0
18614,Fruits & Vegetables,0,0,0,1,0
18618,Fruits & Vegetables,0,0,0,0,0
18623,Fruits & Vegetables,0,0,0,1,1
18625,Fruits & Vegetables,0,0,0,0,0
18638,Fruits & Vegetables,0,1,1,0,0
18643,Fruits & Vegetables,0,0,0,0,0
18660,Fruits & Vegetables,0,0,0,0,0
18670,Fruits & Vegetables,0,0,0,1,1
18672,Fruits & Vegetables,0,0,1,0,0
18685,Fruits & Vegetables,0,0,0,0,0
18688,Fruits & Vegetables,0,1,1,0,0
18690,Fruits & Vegetables,1,0,0,1,1
18699,Fruits & Vegetables,1,1,1,0,0
18714,Fruits & Vegetables,1,1,0,0,0
18715,Fruits & Vegetables,1,0,0,1,1
18726,Fruits & Vegetables,0,0,0,1,1
18728,Fruits & Vegetables,0,0,1,0,0
18733,Fruits & Vegetables,0,0,0,0,0
18739,Fruits & Vegetables,0,0,1,0,0
18745,Fruits & Vegetables,1,0,0,0,1
18749,Fruits & Vegetables,1,1,1,0,0
18754,Fruits & Vegetables,1,0,0,0,0
18755,Fruits & Vegetables,0,0,0,0,0
18758,Fruits & Vegetables,0,0,0,0,0
18759,Fruits & Vegetables,1,0,0,0,0
18765,Fruits & Vegetables,0,0,0,1,1
18768,Fruits & Vegetables,0,0,0,1,0
18780,Fruits & Vegetables,1,0,0,0,0
18782,Fruits & Vegetables,0,0,0,0,1
18783,Fruits & Vegetables,0,0,0,1,0
18788,Fruits & Vegetables,1,0,1,0,0
18797,Fruits & Vegetables,1,0,0,0,0
18805,Fruits & Vegetables,0,0,1,0,0
18807,Fruits & Vegetables,0,0,0,0,0
18822,Fruits & Vegetables,0,0,1,0,0
18840,Fruits & Vegetables,0,0,0,0,0
18844,Fruits & Vegetables,0,0,0,0,0
18858,Fruits & Vegetables,0,1,0,0,0
18861,Fruits & Vegetables,0,0,0,0,0
18889,Fruits & Vegetables,0,0,0,1,1
18898,Fruits & Vegetables,0,1,0,0,0
18902,Fruits & Vegetables,0,0,0,0,0
18907,Fruits & Vegetables,1,0,0,1,1
